id_cliente,genero,idade,renda,score_credito,aprovado_real,pred_modelo_a,pred_modelo_b
52,F,41,2432.99,722.0,1,0,1
53,F,24,1784.07,533.0,0,0,0
54,F,59,1200.0,543.0,0,0,0
55,F,52,2706.96,655.0,0,1,0
56,F,25,6487.43,391.0,0,0,0
57,M,31,4433.35,432.0,1,0,0
58,F,48,6435.85,575.0,1,0,0
59,M,47,5116.47,739.0,1,1,0
60,M,60,5673.84,561.0,0,1,1
61,M,34,3148.65,609.0,0,0,1
62,M,66,5285.93,702.0,1,1,1
63,F,42,5593.07,790.0,1,1,1
64,M,61,3635.03,548.0,0,0,0
65,F,32,5339.31,598.0,0,0,1
66,F,22,5349.28,764.0,1,0,0
67,M,23,3675.67,463.0,0,0,0
68,F,39,2815.85,692.0,0,0,0
69,F,67,2723.81,508.0,0,0,0
70,F,23,4629.76,609.0,0,0,1
71,M,39,4990.51,578.0,0,0,0
72,F,26,3311.21,514.0,0,0,1
73,F,66,4539.88,512.0,0,0,1
74,F,54,5355.81,625.0,1,1,1
75,M,58,5427.29,690.0,0,1,1
76,F,55,6827.82,588.0,1,0,1
77,F,53,6415.47,606.0,0,0,1
78,F,58,2998.06,651.0,0,0,1
79,M,21,7025.38,513.0,0,1,1
80,M,63,3703.54,667.0,1,1,1
81,M,57,6067.31,674.0,1,1,1
82,F,57,4601.98,834.0,1,1,1
83,F,40,3881.78,566.0,0,0,1
84,M,60,1788.45,559.0,0,0,0
85,M,39,4242.65,669.0,1,0,0
86,M,23,2160.93,674.0,0,1,1
87,F,65,5950.95,552.0,1,0,1
88,F,32,6775.19,564.0,0,1,1
89,M,25,3304.63,649.0,1,1,0
90,M,51,4952.96,526.0,0,0,1
91,F,32,3411.91,563.0,0,0,1
92,M,63,3557.27,608.0,1,1,1
93,M,42,5661.74,690.0,1,0,1
94,F,21,4442.19,546.0,1,1,1
95,M,67,7109.47,434.0,0,0,1
96,F,46,3776.65,428.0,0,0,0
97,F,33,5999.0,487.0,1,0,0
98,M,54,4646.12,482.0,0,0,0
99,M,46,5693.67,586.0,1,0,0
100,F,22,3829.26,493.0,0,0,0
101,M,58,4425.66,537.0,0,0,0
102,F,40,4326.75,530.0,1,0,0
103,M,55,3245.91,560.0,1,1,0
104,F,64,5493.12,719.0,1,0,1
105,M,50,5475.37,660.0,1,1,1
106,M,53,5390.33,601.0,0,0,1
107,M,33,6805.45,559.0,1,1,1
108,M,32,6674.02,561.0,1,1,1
109,F,41,3937.58,629.0,1,0,1
110,M,62,5059.58,653.0,1,1,1
111,F,46,3564.6,518.0,0,0,1
112,M,38,4535.03,603.0,1,0,0
113,M,59,3600.38,417.0,0,0,0
114,F,62,6930.11,619.0,1,1,1
115,M,65,5045.55,669.0,1,1,1
116,M,35,4172.96,575.0,1,1,0
117,F,55,6290.43,763.0,1,1,1
118,F,49,1244.08,521.0,0,1,0
119,F,42,1478.85,620.0,0,0,0
120,F,40,5693.76,597.0,1,0,1
121,F,26,4590.7,591.0,0,1,1
122,M,34,4875.67,590.0,0,0,0
123,M,47,2510.41,610.0,0,0,0
124,F,64,4465.15,676.0,0,1,1
125,M,63,7505.26,724.0,1,1,1
126,M,30,5736.3,600.0,0,0,1
127,F,54,4754.56,673.0,0,0,1
128,M,25,3841.42,537.0,0,0,0
129,M,54,3908.14,669.0,0,1,0
130,M,37,1306.2,531.0,1,0,0
131,M,43,4886.46,698.0,1,1,1
132,M,56,5768.22,799.0,1,1,1
133,F,41,2136.57,589.0,1,0,1
134,M,60,3507.87,403.0,0,0,0
135,M,47,2763.8,551.0,0,0,0
136,F,69,3051.97,711.0,1,1,1
137,M,52,4580.22,650.0,1,1,1
138,F,35,1373.4,622.0,0,0,0
139,F,58,5421.41,691.0,0,0,1
140,F,40,5630.78,644.0,1,1,1
141,M,47,4123.35,710.0,1,0,1
142,F,27,1200.0,683.0,0,1,0
143,F,26,3005.37,737.0,1,1,0
144,F,49,6349.35,632.0,1,0,1
145,M,30,1200.0,681.0,1,0,1
146,M,69,3978.71,572.0,1,1,0
147,F,62,2730.0,546.0,0,0,1
148,F,55,5706.86,754.0,1,1,1
149,M,57,3487.33,619.0,0,1,0
150,F,50,5105.93,672.0,0,0,1
151,M,23,5348.19,611.0,1,1,1
152,F,40,7254.34,547.0,1,0,0
153,M,45,4195.59,601.0,1,1,0
154,F,65,5064.07,729.0,1,0,1
155,F,31,2272.42,650.0,1,0,0
156,M,45,6285.62,446.0,0,1,0
157,F,37,3359.24,581.0,1,1,1
158,M,27,3658.87,760.0,1,1,1
159,M,26,4466.63,581.0,0,0,1
160,M,38,2155.67,438.0,0,0,0
161,M,25,4843.16,770.0,0,1,1
162,M,24,5951.2,661.0,0,1,0
163,F,38,4939.4,594.0,0,0,1
164,F,30,2116.65,567.0,1,0,0
165,F,48,4314.29,697.0,1,1,1
166,M,21,5613.04,551.0,1,0,0
167,F,35,1683.02,703.0,1,1,1
168,F,43,2887.85,649.0,1,0,1
169,F,68,5814.82,622.0,1,0,1
170,F,52,4905.14,613.0,1,0,0
171,F,64,5117.96,584.0,0,0,1
172,F,37,7289.24,694.0,1,1,1
173,M,43,5202.83,522.0,0,0,0
174,M,41,5486.83,454.0,0,0,0
175,M,64,8566.12,655.0,1,1,1
176,F,68,4179.29,657.0,1,0,1
177,M,68,3303.18,643.0,0,0,1
178,F,57,5141.69,637.0,1,0,1
179,M,45,5158.49,571.0,1,1,0
180,M,47,3709.93,671.0,1,1,1
181,M,69,2951.4,596.0,0,0,0
182,F,34,7964.77,556.0,1,1,1
183,F,37,4990.27,572.0,0,1,0
184,M,64,3401.57,782.0,1,1,1
185,F,39,5873.9,444.0,0,0,0
186,F,32,4336.28,645.0,1,0,1
187,F,48,4120.68,449.0,0,0,0
188,F,36,5343.41,590.0,1,0,1
189,F,64,2562.18,561.0,0,0,0
190,F,65,5028.94,412.0,1,0,0
191,M,35,7369.43,635.0,1,0,0
192,M,46,5199.27,566.0,1,0,0
193,M,69,3935.68,411.0,0,0,0
194,F,57,3739.34,676.0,1,1,1
195,M,31,3884.49,729.0,1,1,1
196,F,49,4119.06,734.0,1,1,1
197,F,51,3933.29,632.0,0,0,1
198,F,53,5874.47,604.0,1,0,1
199,F,22,1900.19,720.0,0,1,0
200,M,35,5793.0,751.0,1,1,0
201,F,62,3930.47,702.0,1,1,1
202,M,32,5065.42,515.0,0,0,0
203,F,35,2809.52,618.0,0,0,0
204,M,36,6492.95,640.0,1,1,1
205,F,29,6368.45,437.0,0,0,0
206,F,28,5939.39,642.0,1,1,1
207,M,38,2227.87,805.0,1,1,0
208,M,63,5743.68,658.0,1,1,0
209,F,21,5107.28,733.0,1,1,1
210,M,34,2092.09,616.0,0,0,1
211,F,23,4463.55,593.0,0,0,0
212,M,48,5046.8,634.0,1,1,1
213,M,33,5334.11,527.0,0,1,0
214,F,59,4765.89,513.0,1,0,1
215,M,49,4936.85,714.0,1,1,1
216,F,59,6710.42,724.0,1,1,1
217,F,52,6339.05,511.0,0,0,0
218,F,42,1200.0,687.0,1,0,0
219,F,63,4023.84,592.0,0,0,1
220,M,44,4253.02,631.0,1,1,0
221,F,67,1871.85,641.0,0,0,1
222,F,69,4641.27,689.0,1,0,1
223,M,49,6373.14,607.0,1,1,1
224,F,54,2870.15,727.0,1,1,1
225,M,33,5004.6,628.0,1,1,1
226,F,60,3126.26,656.0,1,0,1
227,M,53,3492.13,525.0,0,0,1
228,M,65,6716.09,794.0,1,1,1
229,M,34,3686.16,642.0,1,1,1
230,F,59,5193.32,664.0,0,1,1
231,F,44,1693.17,455.0,1,0,0
232,M,30,7293.48,526.0,1,0,1
233,F,29,5403.98,711.0,1,1,1
234,M,48,4226.25,626.0,0,0,1
235,F,36,5363.32,428.0,0,0,0
236,M,25,2385.27,693.0,1,1,1
237,M,41,6273.8,551.0,0,0,0
238,F,52,4014.02,727.0,1,1,1
239,F,36,4193.9,592.0,0,0,0
240,M,67,3762.52,618.0,0,1,0
241,F,59,3629.02,706.0,0,0,1
242,M,46,5542.01,519.0,1,1,0
243,F,66,4883.86,511.0,1,0,0
244,M,42,5477.62,582.0,0,0,0
245,M,27,4486.81,674.0,1,1,0
246,F,22,5269.8,480.0,0,0,0
247,M,66,3871.73,450.0,0,0,0
248,F,68,7844.6,674.0,1,1,1
249,M,57,2148.1,546.0,0,0,0
250,F,26,6391.41,565.0,1,0,0
251,F,35,6551.86,433.0,1,0,0
252,F,23,3221.76,539.0,1,0,0
253,F,23,7843.91,599.0,1,0,1
254,F,33,5993.24,684.0,1,1,1
255,M,49,5956.71,531.0,0,1,0
256,F,24,4542.03,749.0,1,1,1
257,M,69,4174.16,538.0,0,0,0
258,F,43,4185.89,539.0,0,0,1
259,F,33,5085.8,738.0,1,1,1
260,M,46,6601.78,619.0,0,1,0
261,M,59,4771.97,550.0,0,0,0
262,F,36,3132.83,586.0,0,0,0
263,F,23,5736.64,722.0,1,1,1
264,M,23,5881.73,732.0,1,1,1
265,M,62,5481.99,526.0,0,0,0
266,M,26,5618.25,596.0,1,0,1
267,F,52,4093.61,608.0,1,1,0
268,F,39,3106.52,511.0,0,0,0
269,M,59,3197.71,595.0,0,0,0
270,M,23,2046.81,600.0,0,0,0
271,F,64,4855.42,703.0,1,1,1
272,F,55,4374.83,709.0,1,0,1
273,F,43,3840.02,570.0,1,0,1
274,M,31,1200.0,581.0,0,0,0
275,F,68,2629.02,660.0,1,0,0
276,F,35,6181.26,547.0,0,0,1
277,F,45,3503.06,653.0,1,0,1
278,M,40,5040.89,592.0,0,1,1
279,F,32,2413.97,513.0,0,0,0
280,F,41,6658.06,514.0,0,0,0
281,F,28,4283.96,730.0,1,0,1
282,F,21,4935.06,586.0,0,0,1
283,M,35,7988.67,748.0,1,1,1
284,F,26,6774.66,554.0,0,1,0
285,F,41,4040.15,626.0,1,0,1
286,M,63,3610.17,815.0,1,1,1
287,F,28,4011.68,505.0,0,0,0
288,M,21,5264.85,429.0,0,0,0
289,M,26,4342.16,716.0,1,1,1
290,F,45,3907.13,526.0,0,1,0
291,M,34,6700.77,598.0,1,1,1
292,F,44,4328.69,547.0,1,0,0
293,M,22,7949.38,624.0,1,1,0
294,F,37,4636.11,514.0,1,0,0
295,M,41,7177.98,584.0,1,1,0
296,M,42,5035.98,640.0,1,0,1
297,M,48,5944.44,509.0,1,0,1
298,F,59,3413.08,537.0,0,0,0
299,F,43,3219.36,569.0,1,0,0
300,F,62,5189.56,471.0,1,0,0
301,F,46,5982.83,562.0,0,0,0
302,M,33,4560.38,611.0,1,1,0
303,F,32,2570.41,564.0,0,0,0
304,M,36,2459.61,576.0,0,1,0
305,M,50,2359.3,598.0,0,0,0
306,F,32,1848.57,541.0,0,0,0
307,F,65,4664.23,662.0,1,1,1
308,M,44,6187.57,729.0,1,1,1
309,F,63,4479.88,558.0,0,0,1
310,F,54,1200.0,644.0,0,0,0
311,M,37,4213.86,578.0,1,0,0
312,M,32,4255.8,633.0,1,1,1
313,F,57,7644.0,741.0,1,0,1
314,F,37,2314.29,646.0,1,0,0
315,F,33,3913.98,440.0,0,0,0
316,M,66,7058.78,641.0,1,1,1
317,M,44,5174.97,711.0,1,1,0
318,M,23,5344.97,580.0,1,0,1
319,M,45,4671.88,690.0,1,1,1
320,M,43,4994.92,538.0,1,0,1
321,F,63,5666.41,466.0,0,0,0
322,F,55,3285.77,613.0,1,0,0
323,M,30,5817.09,442.0,0,0,0
324,M,28,2440.5,578.0,1,0,1
325,M,50,4992.55,716.0,1,1,0
326,F,23,4768.11,428.0,0,0,0
327,F,36,3575.56,485.0,1,0,0
328,F,27,4465.97,507.0,1,1,1
329,F,22,3566.19,594.0,1,0,1
330,M,66,2892.45,567.0,1,1,0
331,M,25,3969.58,726.0,1,1,1
332,F,21,2844.02,686.0,1,0,1
333,F,66,4984.2,645.0,1,0,0
334,M,30,2774.87,613.0,0,1,0
335,F,61,5567.97,635.0,1,1,1
336,M,22,2727.78,522.0,0,0,0
337,M,28,3650.56,677.0,1,1,1
338,F,26,3563.09,500.0,1,0,0
339,F,55,6487.72,675.0,1,1,1
340,M,51,4995.43,707.0,1,1,1
341,M,44,4182.4,619.0,0,0,0
342,F,32,5248.08,584.0,0,0,1
343,M,25,1339.21,636.0,0,0,1
344,M,48,4435.3,342.0,0,0,0
345,M,32,7496.27,627.0,1,1,1
346,F,49,4698.52,590.0,1,0,1
347,M,54,4601.87,595.0,1,0,0
348,M,62,5322.19,664.0,1,0,1
349,F,45,5843.41,593.0,1,0,0
350,F,21,1503.8,497.0,0,0,0
351,M,34,1976.51,587.0,0,0,0
352,F,62,4815.44,606.0,1,0,0
353,F,47,3427.69,610.0,0,0,1
354,F,51,6468.04,615.0,1,1,1
355,M,43,4027.24,694.0,0,1,1
356,M,28,1598.2,502.0,0,0,0
357,F,64,2597.98,616.0,0,0,1
358,M,58,1200.0,716.0,1,1,0
359,F,69,4148.81,444.0,0,0,0
360,M,62,4217.42,616.0,1,0,1
361,M,35,3863.31,547.0,1,1,0
362,M,33,6118.32,567.0,0,1,1
363,F,33,6297.78,519.0,1,0,1
364,M,66,4244.42,585.0,1,1,0
365,F,48,1297.96,766.0,0,0,1
366,M,43,5425.92,486.0,1,0,0
367,F,68,5333.04,495.0,0,0,0
368,F,50,4964.09,483.0,0,0,1
369,F,65,5972.22,755.0,1,1,1
370,M,69,2752.76,558.0,0,1,1
371,F,24,7513.13,598.0,1,1,0
372,M,38,3060.86,564.0,0,1,0
373,F,56,5623.83,515.0,1,0,0
374,F,60,1968.98,579.0,1,0,0
375,M,28,3104.6,821.0,1,1,1
376,F,36,6774.55,725.0,1,1,1
377,M,47,4108.65,523.0,0,0,1
378,M,60,5759.88,658.0,0,1,1
379,F,26,4855.43,525.0,0,0,1
380,F,50,4342.56,440.0,0,1,0
381,F,35,6545.78,692.0,1,1,1
382,M,31,4145.01,704.0,0,1,1
383,M,46,1828.89,694.0,1,0,1
384,F,41,3295.14,558.0,0,0,0
385,F,52,5326.79,585.0,0,0,1
386,F,36,5093.26,667.0,1,0,0
387,F,61,2149.41,635.0,1,0,0
388,M,24,3413.49,565.0,0,0,0
389,M,63,3627.42,454.0,0,0,0
390,F,22,3951.8,610.0,0,1,1
391,M,57,2436.13,697.0,1,1,0
392,F,37,3557.44,492.0,0,0,0
393,F,39,3407.08,657.0,1,1,1
394,M,21,5657.3,630.0,0,1,0
395,M,55,5713.68,668.0,1,1,0
396,M,29,4281.28,678.0,0,1,0
397,F,53,3911.94,537.0,0,0,1
398,F,56,4709.89,454.0,0,0,0
399,F,62,3275.14,552.0,1,0,0
400,F,55,2779.75,680.0,1,1,1
401,M,35,3089.67,551.0,0,1,0
402,M,57,3547.78,538.0,0,0,0
403,F,61,2754.79,436.0,0,0,0
404,M,36,4743.09,758.0,1,1,1
405,F,27,5594.57,674.0,1,1,1
406,M,64,2119.35,669.0,1,0,1
407,F,28,4537.69,687.0,0,0,1
408,F,50,4170.1,652.0,0,0,0
409,M,32,5012.26,578.0,1,0,0
410,F,27,4480.59,585.0,0,0,0
411,F,59,2319.6,562.0,0,0,0
412,F,28,2606.42,837.0,1,1,1
413,F,53,4544.14,650.0,0,0,1
414,F,54,6043.17,558.0,0,0,0
415,F,23,1200.0,642.0,1,0,0
416,M,29,5018.59,509.0,0,0,0
417,M,59,6284.43,735.0,1,1,1
418,F,45,4270.46,541.0,0,1,0
419,F,26,5325.3,645.0,1,1,1
420,M,69,3445.4,696.0,1,0,0
421,M,33,4320.95,635.0,0,0,0
422,M,21,2068.63,609.0,1,0,0
423,M,66,1200.0,601.0,0,0,0
424,M,21,5914.15,595.0,0,0,0
425,F,48,3022.51,548.0,0,0,0
426,F,69,3816.71,560.0,1,0,0
427,M,49,2420.34,733.0,1,1,1
428,M,49,2385.05,590.0,0,0,1
429,F,40,4239.24,529.0,0,0,0
430,M,27,3405.63,554.0,0,0,0
431,F,49,5066.96,699.0,1,1,1
432,M,64,5178.81,661.0,1,1,1
433,M,25,4981.27,650.0,1,0,0
434,F,64,4857.9,577.0,1,0,0
435,F,41,6866.65,652.0,1,0,0
436,F,47,2898.61,542.0,0,0,0
437,M,29,4417.6,577.0,0,1,0
438,M,51,6199.03,687.0,0,1,0
439,F,29,6396.81,679.0,1,0,1
440,F,34,2367.35,512.0,0,0,0
441,M,56,4031.47,523.0,1,0,1
442,F,23,6537.18,610.0,1,0,0
443,F,42,5262.12,755.0,1,1,1
444,F,50,4792.89,428.0,0,0,0
445,M,27,4173.47,625.0,0,0,0
446,M,35,3924.3,476.0,0,0,0
447,F,37,4932.33,543.0,1,0,0
448,M,53,4121.44,567.0,1,0,1
449,M,68,4436.13,562.0,0,0,0
450,F,61,4617.9,552.0,0,0,0
451,M,30,3482.89,601.0,0,1,1
452,M,21,5298.19,552.0,0,1,0
453,F,23,8871.37,468.0,1,0,0
454,F,50,1834.52,670.0,0,0,1
455,M,28,4986.02,668.0,1,1,1
456,M,32,3359.71,676.0,1,1,0
457,F,62,5366.1,461.0,0,1,0
458,M,63,4569.84,627.0,1,0,1
459,M,62,5642.78,661.0,1,0,0
460,F,33,6263.26,507.0,0,0,1
461,M,51,4788.63,601.0,0,1,0
462,F,50,6198.08,590.0,1,0,1
463,M,30,1200.0,766.0,1,1,0
464,F,48,6885.68,773.0,1,1,1
465,F,46,5062.59,450.0,0,0,0
466,M,40,6116.77,824.0,1,1,1
467,F,57,2670.19,518.0,0,0,0
468,M,54,3253.85,688.0,1,1,1
469,F,47,4718.91,687.0,1,1,1
470,M,56,4474.44,510.0,0,0,0
471,M,58,4924.6,644.0,1,1,1
472,M,48,6126.77,590.0,1,1,1
473,F,34,1852.17,650.0,0,1,0
474,F,58,5960.73,621.0,0,0,1
475,M,56,4512.42,708.0,0,0,1
476,M,69,4194.33,607.0,1,1,1
477,M,28,2293.33,585.0,0,1,0
478,F,41,5254.57,699.0,1,1,0
479,M,66,1200.0,652.0,0,0,1
480,F,46,5472.59,666.0,1,0,1
481,F,67,2261.84,540.0,0,0,0
482,M,21,4580.19,506.0,0,0,1
483,F,22,4321.25,549.0,0,0,1
484,M,60,6254.31,544.0,0,0,0
485,F,38,4232.02,671.0,1,1,1
486,F,46,3458.79,688.0,1,1,1
487,F,41,3740.1,586.0,0,0,0
488,M,40,6409.32,729.0,1,1,1
489,M,67,5304.45,723.0,1,1,1
490,M,25,3921.56,622.0,0,0,0
491,M,58,4145.33,526.0,0,0,0
492,M,64,2149.23,742.0,0,1,1
493,M,53,5082.71,595.0,1,1,0
494,M,40,1860.28,611.0,0,1,1
495,F,28,5627.69,569.0,1,0,0
496,F,54,4692.93,520.0,0,0,0
497,F,43,8080.43,468.0,0,0,1
498,F,28,2849.8,657.0,1,1,0
499,M,38,4346.01,529.0,1,0,1
500,F,68,7197.43,850.0,1,1,1
501,F,34,6287.08,502.0,0,0,0
502,M,29,3455.68,487.0,0,0,0
503,M,54,4835.95,646.0,1,0,0
504,M,30,4503.0,738.0,1,1,1
505,F,66,4922.93,606.0,1,0,0
506,F,63,3451.98,652.0,1,0,1
507,M,69,4366.02,434.0,0,0,0
508,F,65,2102.92,539.0,1,0,0
509,F,32,4702.69,503.0,0,0,0
510,F,31,5175.03,429.0,1,0,0
511,M,37,4158.87,611.0,1,1,0
512,M,44,2077.42,398.0,0,0,0
513,M,64,5982.8,481.0,0,0,0
514,M,56,5046.79,552.0,1,1,1
515,M,52,3410.98,525.0,0,1,1
516,F,64,4079.1,636.0,1,0,0
517,M,52,2249.0,628.0,0,0,0
518,F,39,2961.88,680.0,1,0,0
519,F,41,3693.28,668.0,1,0,1
520,M,46,6342.63,703.0,1,1,1
521,F,25,3540.74,600.0,0,0,0
522,F,57,5460.32,627.0,1,0,0
523,F,52,3692.53,646.0,0,1,0
524,M,56,4871.92,613.0,0,0,1
525,F,47,4287.91,564.0,0,1,0
526,F,59,5809.58,570.0,1,0,0
527,M,67,3697.78,526.0,0,0,0
528,F,48,2141.21,638.0,0,0,0
529,M,42,2427.08,592.0,0,1,0
530,M,26,3702.18,540.0,0,0,0
531,M,59,2626.41,540.0,0,0,0
532,F,65,5115.32,491.0,0,0,0
533,F,55,3801.35,688.0,1,1,0
534,F,63,8061.91,607.0,1,0,1
535,M,63,1893.43,522.0,0,0,0
536,F,60,4805.45,673.0,1,1,1
537,F,45,2808.07,550.0,0,0,0
538,F,25,3759.9,473.0,0,0,0
539,M,21,4712.13,692.0,1,1,1
540,F,31,1200.0,552.0,1,0,0
541,M,42,4855.24,563.0,1,0,0
542,F,57,7354.36,604.0,1,0,1
543,F,43,3819.84,703.0,1,0,1
544,F,22,4889.71,602.0,0,0,0
545,M,31,6037.38,492.0,0,0,0
546,F,68,4254.07,649.0,0,0,0
547,F,69,3628.56,556.0,1,0,0
548,M,39,1200.0,770.0,1,1,1
549,M,60,5461.49,600.0,1,1,1
550,M,56,4330.25,399.0,0,0,0
551,M,66,2980.97,632.0,1,0,1
552,F,64,4689.9,775.0,1,1,1
553,M,51,3624.48,742.0,1,1,1
554,F,40,3707.36,765.0,1,1,1
555,M,51,5409.44,508.0,1,0,0
556,M,36,2492.43,682.0,1,1,1
557,M,38,6070.97,535.0,0,0,0
558,M,50,2403.47,620.0,0,0,1
559,M,48,3505.95,485.0,0,0,0
560,M,49,7384.42,542.0,1,1,1
561,M,39,6191.03,539.0,0,1,1
562,F,41,4646.41,681.0,1,0,1
563,F,21,3089.2,672.0,0,0,0
564,F,50,3706.09,625.0,1,0,1
565,M,49,4609.91,478.0,0,0,0
566,F,66,4556.28,572.0,1,0,1
567,F,45,4363.69,533.0,0,0,0
568,F,43,4453.75,678.0,1,0,1
569,M,24,4178.44,706.0,1,1,1
570,M,30,2337.03,695.0,1,0,0
571,M,37,3725.23,532.0,0,1,0
572,F,39,5871.94,353.0,0,0,0
573,F,38,2447.5,441.0,0,0,0
574,F,40,4215.67,728.0,1,1,1
575,F,58,3270.37,564.0,0,0,1
576,F,27,4667.03,532.0,1,1,0
577,M,37,3917.05,748.0,1,0,1
578,M,28,6716.09,714.0,1,1,1
579,M,36,5259.87,602.0,0,0,0
580,F,54,2532.3,574.0,1,0,0
581,F,23,5506.84,588.0,0,0,1
582,M,37,3338.02,620.0,1,0,0
583,F,22,3634.51,744.0,0,1,1
584,F,67,4970.73,638.0,1,0,1
585,F,56,3762.38,665.0,0,0,0
586,M,32,5839.28,705.0,1,1,1
587,M,30,3338.23,495.0,1,0,0
588,F,25,3571.58,668.0,1,1,1
589,M,44,3515.44,573.0,0,0,1
590,M,57,3651.54,374.0,0,0,0
591,M,49,6148.79,408.0,0,0,0
592,M,64,5443.19,508.0,0,1,0
593,F,37,7064.92,648.0,1,1,1
594,M,34,7901.47,610.0,0,0,0
595,F,44,2953.92,617.0,0,0,1
596,M,30,4605.63,776.0,1,1,1
597,M,68,2735.7,486.0,0,0,0
598,M,30,3333.59,598.0,1,1,1
599,M,44,3554.88,627.0,0,0,1
600,M,46,2914.27,534.0,1,0,1
601,M,23,2922.17,603.0,1,0,0
602,M,43,4283.57,456.0,0,0,0
603,M,43,2674.92,727.0,1,1,1
604,F,33,5763.19,539.0,1,0,0
605,M,27,3123.37,783.0,1,1,1
606,M,23,8714.35,597.0,1,1,1
607,F,21,3822.92,693.0,0,0,1
608,M,44,4608.03,595.0,1,0,1
609,M,25,2556.99,597.0,1,1,0
610,M,68,7059.14,547.0,1,0,0
611,M,32,6179.25,611.0,0,1,0
612,F,52,4945.37,629.0,1,1,1
613,M,54,2479.8,529.0,0,0,0
614,F,45,4816.0,589.0,0,1,0
615,M,64,2817.85,545.0,0,1,1
616,M,26,6693.53,807.0,1,1,1
617,F,32,5713.79,592.0,0,1,1
618,F,33,4643.16,739.0,1,0,1
619,F,27,1200.0,582.0,0,0,0
620,F,35,3024.88,623.0,0,1,0
621,F,36,5531.64,481.0,0,0,1
622,F,58,6319.33,560.0,0,1,0
623,F,35,6163.75,619.0,0,0,1
624,F,63,2111.98,743.0,1,1,1
625,M,58,4952.33,620.0,0,0,1
626,F,65,6023.27,725.0,1,1,1
627,F,26,2012.5,658.0,1,0,0
628,F,69,4488.14,746.0,1,1,1
629,M,51,4910.76,595.0,1,1,1
630,F,69,4048.85,815.0,1,1,1
631,M,38,1721.76,556.0,0,0,1
632,F,67,4011.45,531.0,0,0,0
633,F,49,4009.04,491.0,1,1,0
634,F,24,4277.89,810.0,1,1,1
635,F,41,3654.79,674.0,1,0,1
636,M,27,3835.48,570.0,1,0,0
637,F,67,4440.44,712.0,0,0,1
638,F,35,5163.68,662.0,1,0,1
639,M,31,4043.36,777.0,1,1,0
640,M,48,3885.53,461.0,0,0,0
641,M,41,4638.53,576.0,0,1,0
642,M,25,1618.63,558.0,0,0,0
643,M,61,5215.55,422.0,1,0,0
644,F,62,4499.16,695.0,1,0,1
645,M,57,4559.54,576.0,1,1,0
646,F,51,5941.1,667.0,1,1,0
647,F,40,1570.78,812.0,1,0,1
648,M,47,1539.25,568.0,0,0,0
649,M,46,4910.71,562.0,0,0,1
650,M,29,4489.32,611.0,0,1,1
651,F,25,4755.27,689.0,1,1,1
652,M,33,3806.81,549.0,0,1,0
653,F,43,5496.53,543.0,0,0,1
654,M,28,5898.96,695.0,1,1,1
655,M,26,5225.97,634.0,0,1,0
656,M,62,4108.76,416.0,0,0,0
657,M,39,1338.47,490.0,1,0,0
658,M,49,5653.85,735.0,1,1,1
659,F,46,6332.59,636.0,1,1,1
660,F,57,5466.84,531.0,0,0,0
661,F,57,3180.54,585.0,0,0,0
662,M,35,5510.69,601.0,0,0,1
